run_timestamp,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
2026-04-24_0512,Random,AlphaBeta,1,1,Random,AlphaBeta,red,AlphaBeta,22,5.6545,0.000034,0.513987
2026-04-24_0512,Random,AlphaBeta,2,0,AlphaBeta,Random,blue,AlphaBeta,21,5.2175,0.474290,0.000023
2026-04-24_0512,Random,AlphaBeta,3,1,Random,AlphaBeta,red,AlphaBeta,22,5.6389,0.000021,0.512580
2026-04-24_0512,Random,AlphaBeta,4,0,AlphaBeta,Random,blue,AlphaBeta,25,5.0996,0.392245,0.000023
2026-04-24_0512,Random,AlphaBeta,5,1,Random,AlphaBeta,red,AlphaBeta,22,6.0194,0.000022,0.547175
2026-04-24_0512,Random,AlphaBeta,6,0,AlphaBeta,Random,blue,AlphaBeta,21,3.2035,0.291195,0.000022
2026-04-24_0512,Random,AlphaBeta,7,1,Random,AlphaBeta,red,AlphaBeta,24,6.5243,0.000021,0.543649
2026-04-24_0512,Random,AlphaBeta,8,0,AlphaBeta,Random,blue,AlphaBeta,21,4.0418,0.367401,0.000022
2026-04-24_0512,Random,AlphaBeta,9,1,Random,AlphaBeta,red,AlphaBeta,24,6.0347,0.000025,0.502849
2026-04-24_0512,Random,AlphaBeta,10,0,AlphaBeta,Random,blue,AlphaBeta,23,4.1146,0.342849,0.000022
2026-04-24_0512,Random,AlphaBeta,11,1,Random,AlphaBeta,red,AlphaBeta,22,6.5636,0.000023,0.596648
2026-04-24_0512,Random,AlphaBeta,12,0,AlphaBeta,Random,blue,AlphaBeta,21,3.1491,0.286252,0.000022
2026-04-24_0512,Random,AlphaBeta,13,1,Random,AlphaBeta,red,AlphaBeta,24,6.1731,0.000024,0.514379
2026-04-24_0512,Random,AlphaBeta,14,0,AlphaBeta,Random,blue,AlphaBeta,23,5.1272,0.427229,0.000023
2026-04-24_0512,Random,AlphaBeta,15,1,Random,AlphaBeta,red,AlphaBeta,22,5.2320,0.000023,0.475589
2026-04-24_0512,Random,AlphaBeta,16,0,AlphaBeta,Random,blue,AlphaBeta,27,6.3132,0.450901,0.000024
2026-04-24_0512,Random,AlphaBeta,17,1,Random,AlphaBeta,red,AlphaBeta,22,5.9420,0.000029,0.540137
2026-04-24_0512,Random,AlphaBeta,18,0,AlphaBeta,Random,blue,AlphaBeta,21,3.9619,0.360146,0.000022
2026-04-24_0512,Random,AlphaBeta,19,1,Random,AlphaBeta,red,AlphaBeta,24,5.5524,0.000022,0.462664
2026-04-24_0512,Random,AlphaBeta,20,0,AlphaBeta,Random,blue,AlphaBeta,23,5.2258,0.435449,0.000023
2026-04-24_0512,Random,AlphaBeta,21,1,Random,AlphaBeta,red,AlphaBeta,22,6.2361,0.000023,0.566874
