run_timestamp,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
2026-04-19_1612,Random,AlphaBeta,1,1,Random,AlphaBeta,red,AlphaBeta,24,5.4709,0.000031,0.455859
2026-04-19_1612,Random,AlphaBeta,2,0,AlphaBeta,Random,blue,AlphaBeta,21,4.1658,0.378675,0.000022
2026-04-19_1612,Random,AlphaBeta,3,1,Random,AlphaBeta,red,AlphaBeta,22,5.2757,0.000021,0.479570
2026-04-19_1612,Random,AlphaBeta,4,0,AlphaBeta,Random,blue,AlphaBeta,21,3.6866,0.335102,0.000036
2026-04-19_1612,Random,AlphaBeta,5,1,Random,AlphaBeta,red,AlphaBeta,22,5.7094,0.000043,0.518972
2026-04-19_1612,Random,AlphaBeta,6,0,AlphaBeta,Random,blue,AlphaBeta,25,4.4548,0.342627,0.000039
2026-04-19_1612,Random,AlphaBeta,7,1,Random,AlphaBeta,red,AlphaBeta,24,4.8983,0.000039,0.408140
2026-04-19_1612,Random,AlphaBeta,8,0,AlphaBeta,Random,blue,AlphaBeta,21,3.8418,0.349205,0.000040
2026-04-19_1612,Random,AlphaBeta,9,1,Random,AlphaBeta,red,AlphaBeta,22,5.7174,0.000041,0.519700
2026-04-19_1612,Random,AlphaBeta,10,0,AlphaBeta,Random,blue,AlphaBeta,21,3.6009,0.327313,0.000038
2026-04-19_1612,Random,AlphaBeta,11,1,Random,AlphaBeta,red,AlphaBeta,24,5.7766,0.000039,0.481327
2026-04-19_1612,Random,AlphaBeta,12,0,AlphaBeta,Random,blue,AlphaBeta,21,4.8755,0.443190,0.000031
2026-04-19_1612,Random,AlphaBeta,13,1,Random,AlphaBeta,red,AlphaBeta,22,6.1012,0.000040,0.554596
2026-04-19_1612,Random,AlphaBeta,14,0,AlphaBeta,Random,blue,AlphaBeta,25,4.4396,0.341457,0.000044
2026-04-19_1612,Random,AlphaBeta,15,1,Random,AlphaBeta,red,AlphaBeta,22,6.9835,0.000034,0.634808
2026-04-19_1612,Random,AlphaBeta,16,0,AlphaBeta,Random,blue,AlphaBeta,21,3.7497,0.340845,0.000023
2026-04-19_1612,Random,AlphaBeta,17,1,Random,AlphaBeta,red,AlphaBeta,24,6.2020,0.000037,0.516776
2026-04-19_1612,Random,AlphaBeta,18,0,AlphaBeta,Random,blue,AlphaBeta,25,5.0465,0.388135,0.000041
2026-04-19_1612,Random,AlphaBeta,19,1,Random,AlphaBeta,red,AlphaBeta,24,6.1047,0.000040,0.508664
2026-04-19_1612,Random,AlphaBeta,20,0,AlphaBeta,Random,blue,AlphaBeta,21,3.6794,0.334440,0.000040
2026-04-19_1612,Random,AlphaBeta,21,1,Random,AlphaBeta,red,AlphaBeta,22,5.7454,0.000044,0.522241
2026-04-19_1612,Random,AlphaBeta,22,0,AlphaBeta,Random,blue,AlphaBeta,21,3.7876,0.344272,0.000041
2026-04-19_1612,Random,AlphaBeta,23,1,Random,AlphaBeta,red,AlphaBeta,22,4.9862,0.000043,0.453235
2026-04-19_1612,Random,AlphaBeta,24,0,AlphaBeta,Random,blue,AlphaBeta,21,3.2784,0.297994,0.000039
2026-04-19_1612,Random,AlphaBeta,25,1,Random,AlphaBeta,red,AlphaBeta,22,5.6560,0.000041,0.514123
2026-04-19_1612,Random,AlphaBeta,26,0,AlphaBeta,Random,blue,AlphaBeta,21,3.5268,0.320572,0.000041
2026-04-19_1612,Random,AlphaBeta,27,1,Random,AlphaBeta,red,AlphaBeta,22,5.3750,0.000038,0.488579
2026-04-19_1612,Random,AlphaBeta,28,0,AlphaBeta,Random,blue,AlphaBeta,21,3.3168,0.301487,0.000037
2026-04-19_1612,Random,AlphaBeta,29,1,Random,AlphaBeta,red,AlphaBeta,22,5.8402,0.000041,0.530865
2026-04-19_1612,Random,AlphaBeta,30,0,AlphaBeta,Random,blue,AlphaBeta,23,4.2352,0.352883,0.000042
2026-04-19_1612,Random,AlphaBeta,31,1,Random,AlphaBeta,red,AlphaBeta,24,6.2263,0.000042,0.518799
2026-04-19_1612,Random,AlphaBeta,32,0,AlphaBeta,Random,blue,AlphaBeta,21,3.7401,0.339964,0.000039
2026-04-19_1612,Random,AlphaBeta,33,1,Random,AlphaBeta,red,AlphaBeta,22,6.0803,0.000043,0.552696
2026-04-19_1612,Random,AlphaBeta,34,0,AlphaBeta,Random,blue,AlphaBeta,23,4.3418,0.361764,0.000044
2026-04-19_1612,Random,AlphaBeta,35,1,Random,AlphaBeta,red,AlphaBeta,24,6.3901,0.000044,0.532444
2026-04-19_1612,Random,AlphaBeta,36,0,AlphaBeta,Random,blue,AlphaBeta,23,4.0339,0.336110,0.000039
2026-04-19_1612,Random,AlphaBeta,37,1,Random,AlphaBeta,red,AlphaBeta,22,6.2615,0.000042,0.569162
2026-04-19_1612,Random,AlphaBeta,38,0,AlphaBeta,Random,blue,AlphaBeta,21,3.9492,0.358970,0.000039
2026-04-19_1612,Random,AlphaBeta,39,1,Random,AlphaBeta,red,AlphaBeta,22,5.5284,0.000038,0.502524
2026-04-19_1612,Random,AlphaBeta,40,0,AlphaBeta,Random,blue,AlphaBeta,25,5.3454,0.411131,0.000041
2026-04-19_1612,Random,AlphaBeta,41,1,Random,AlphaBeta,red,AlphaBeta,24,6.0580,0.000042,0.504775
2026-04-19_1612,Random,AlphaBeta,42,0,AlphaBeta,Random,blue,AlphaBeta,21,3.8206,0.347282,0.000039
2026-04-19_1612,Random,AlphaBeta,43,1,Random,AlphaBeta,red,AlphaBeta,24,6.8090,0.000041,0.567355
2026-04-19_1612,Random,AlphaBeta,44,0,AlphaBeta,Random,blue,AlphaBeta,23,3.7725,0.314324,0.000040
2026-04-19_1612,Random,AlphaBeta,45,1,Random,AlphaBeta,red,AlphaBeta,22,6.3469,0.000040,0.576933
2026-04-19_1612,Random,AlphaBeta,46,0,AlphaBeta,Random,blue,AlphaBeta,21,4.0129,0.364763,0.000040
2026-04-19_1612,Random,AlphaBeta,47,1,Random,AlphaBeta,red,AlphaBeta,22,5.3349,0.000040,0.484929
2026-04-19_1612,Random,AlphaBeta,48,0,AlphaBeta,Random,blue,AlphaBeta,21,3.5286,0.320740,0.000037
2026-04-19_1612,Random,AlphaBeta,49,1,Random,AlphaBeta,red,AlphaBeta,22,5.6464,0.000033,0.513259
2026-04-19_1612,Random,AlphaBeta,50,0,AlphaBeta,Random,blue,AlphaBeta,21,4.3458,0.395030,0.000034
2026-04-19_1612,Random,AlphaBeta,51,1,Random,AlphaBeta,red,AlphaBeta,22,4.9596,0.000032,0.450823
2026-04-19_1612,Random,AlphaBeta,52,0,AlphaBeta,Random,blue,AlphaBeta,21,3.4118,0.310123,0.000031
2026-04-19_1612,Random,AlphaBeta,53,1,Random,AlphaBeta,red,AlphaBeta,22,6.1242,0.000033,0.556693
2026-04-19_1612,Random,AlphaBeta,54,0,AlphaBeta,Random,blue,AlphaBeta,27,5.7230,0.408744,0.000033
2026-04-19_1612,Random,AlphaBeta,55,1,Random,AlphaBeta,red,AlphaBeta,22,5.7134,0.000033,0.519352
2026-04-19_1612,Random,AlphaBeta,56,0,AlphaBeta,Random,blue,AlphaBeta,21,4.0049,0.364037,0.000033
2026-04-19_1612,Random,AlphaBeta,57,1,Random,AlphaBeta,red,AlphaBeta,22,4.7485,0.000021,0.431646
2026-04-19_1612,Random,AlphaBeta,58,0,AlphaBeta,Random,blue,AlphaBeta,21,4.9042,0.445794,0.000023
2026-04-19_1612,Random,AlphaBeta,59,1,Random,AlphaBeta,red,AlphaBeta,22,6.1372,0.000023,0.557884
2026-04-19_1612,Random,AlphaBeta,60,0,AlphaBeta,Random,blue,AlphaBeta,27,4.7891,0.342046,0.000028
2026-04-19_1612,Random,AlphaBeta,61,1,Random,AlphaBeta,red,AlphaBeta,24,5.9834,0.000041,0.498553
2026-04-19_1612,Random,AlphaBeta,62,0,AlphaBeta,Random,blue,AlphaBeta,23,3.4736,0.289418,0.000041
2026-04-19_1612,Random,AlphaBeta,63,1,Random,AlphaBeta,red,AlphaBeta,22,5.8901,0.000043,0.535404
2026-04-19_1612,Random,AlphaBeta,64,0,AlphaBeta,Random,blue,AlphaBeta,21,3.5750,0.324950,0.000041
2026-04-19_1612,Random,AlphaBeta,65,1,Random,AlphaBeta,red,AlphaBeta,22,5.2890,0.000043,0.480758
2026-04-19_1612,Random,AlphaBeta,66,0,AlphaBeta,Random,blue,AlphaBeta,21,3.7590,0.341679,0.000040
2026-04-19_1612,Random,AlphaBeta,67,1,Random,AlphaBeta,red,AlphaBeta,24,5.2948,0.000041,0.441175
2026-04-19_1612,Random,AlphaBeta,68,0,AlphaBeta,Random,blue,AlphaBeta,21,3.5061,0.318685,0.000044
2026-04-19_1612,Random,AlphaBeta,69,1,Random,AlphaBeta,red,AlphaBeta,26,5.6549,0.000038,0.434941
2026-04-19_1612,Random,AlphaBeta,70,0,AlphaBeta,Random,blue,AlphaBeta,25,4.0594,0.312218,0.000037
2026-04-19_1612,Random,AlphaBeta,71,1,Random,AlphaBeta,red,AlphaBeta,24,4.8719,0.000037,0.405933
2026-04-19_1612,Random,AlphaBeta,72,0,AlphaBeta,Random,blue,AlphaBeta,21,4.0547,0.368561,0.000040
