run_timestamp,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
2026-04-25_0254,Random,AlphaBeta,1,1,Random,AlphaBeta,red,AlphaBeta,22,5.8262,0.000032,0.529599
2026-04-25_0254,Random,AlphaBeta,2,0,AlphaBeta,Random,blue,AlphaBeta,23,5.6904,0.474170,0.000022
2026-04-25_0254,Random,AlphaBeta,3,1,Random,AlphaBeta,red,AlphaBeta,22,6.1924,0.000022,0.562903
2026-04-25_0254,Random,AlphaBeta,4,0,AlphaBeta,Random,blue,AlphaBeta,21,4.0970,0.372425,0.000022
2026-04-25_0254,Random,AlphaBeta,5,1,Random,AlphaBeta,red,AlphaBeta,22,5.3047,0.000023,0.482202
2026-04-25_0254,Random,AlphaBeta,6,0,AlphaBeta,Random,blue,AlphaBeta,23,4.3261,0.360476,0.000022
2026-04-25_0254,Random,AlphaBeta,7,1,Random,AlphaBeta,red,AlphaBeta,22,5.7126,0.000022,0.519287
2026-04-25_0254,Random,AlphaBeta,8,0,AlphaBeta,Random,blue,AlphaBeta,21,4.4280,0.402516,0.000022
2026-04-25_0254,Random,AlphaBeta,9,1,Random,AlphaBeta,red,AlphaBeta,26,5.9584,0.000024,0.458300
2026-04-25_0254,Random,AlphaBeta,10,0,AlphaBeta,Random,blue,AlphaBeta,21,4.3717,0.397399,0.000022
2026-04-25_0254,Random,AlphaBeta,11,1,Random,AlphaBeta,red,AlphaBeta,26,5.4018,0.000022,0.415492
2026-04-25_0254,Random,AlphaBeta,12,0,AlphaBeta,Random,blue,AlphaBeta,21,4.6483,0.422536,0.000023
2026-04-25_0254,Random,AlphaBeta,13,1,Random,AlphaBeta,red,AlphaBeta,22,5.1572,0.000022,0.468797
2026-04-25_0254,Random,AlphaBeta,14,0,AlphaBeta,Random,blue,AlphaBeta,21,4.5416,0.412836,0.000023
2026-04-25_0254,Random,AlphaBeta,15,1,Random,AlphaBeta,red,AlphaBeta,24,6.1986,0.000023,0.516505
2026-04-25_0254,Random,AlphaBeta,16,0,AlphaBeta,Random,blue,AlphaBeta,21,3.9656,0.360478,0.000023
2026-04-25_0254,Random,AlphaBeta,17,1,Random,AlphaBeta,red,AlphaBeta,24,5.0418,0.000024,0.420111
2026-04-25_0254,Random,AlphaBeta,18,0,AlphaBeta,Random,blue,AlphaBeta,21,3.9996,0.363565,0.000026
2026-04-25_0254,Random,AlphaBeta,19,1,Random,AlphaBeta,red,AlphaBeta,24,6.3011,0.000023,0.525059
2026-04-25_0254,Random,AlphaBeta,20,0,AlphaBeta,Random,blue,AlphaBeta,27,5.3782,0.384127,0.000022
2026-04-25_0254,Random,AlphaBeta,21,1,Random,AlphaBeta,red,AlphaBeta,22,5.5583,0.000022,0.505260
2026-04-25_0254,Random,AlphaBeta,22,0,AlphaBeta,Random,blue,AlphaBeta,23,4.5573,0.379746,0.000022
2026-04-25_0254,Random,AlphaBeta,23,1,Random,AlphaBeta,red,AlphaBeta,22,6.1260,0.000024,0.556861
2026-04-25_0254,Random,AlphaBeta,24,0,AlphaBeta,Random,blue,AlphaBeta,21,4.6653,0.424085,0.000023
2026-04-25_0254,Random,AlphaBeta,25,1,Random,AlphaBeta,red,AlphaBeta,22,5.1359,0.000022,0.466860
2026-04-25_0254,Random,AlphaBeta,26,0,AlphaBeta,Random,blue,AlphaBeta,21,4.0371,0.366974,0.000023
2026-04-25_0254,Random,AlphaBeta,27,1,Random,AlphaBeta,red,AlphaBeta,22,5.3652,0.000022,0.487709
2026-04-25_0254,Random,AlphaBeta,28,0,AlphaBeta,Random,blue,AlphaBeta,23,4.2066,0.350517,0.000023
2026-04-25_0254,Random,AlphaBeta,29,1,Random,AlphaBeta,red,AlphaBeta,22,6.6226,0.000025,0.602011
2026-04-25_0254,Random,AlphaBeta,30,0,AlphaBeta,Random,blue,AlphaBeta,21,3.5437,0.322117,0.000024
2026-04-25_0254,Random,AlphaBeta,31,1,Random,AlphaBeta,red,AlphaBeta,24,7.4994,0.000027,0.624904
2026-04-25_0254,Random,AlphaBeta,32,0,AlphaBeta,Random,blue,AlphaBeta,23,4.5023,0.375155,0.000025
2026-04-25_0254,Random,AlphaBeta,33,1,Random,AlphaBeta,red,AlphaBeta,22,5.3032,0.000028,0.482067
2026-04-25_0254,Random,AlphaBeta,34,0,AlphaBeta,Random,blue,AlphaBeta,21,3.7653,0.342265,0.000025
2026-04-25_0254,Random,AlphaBeta,35,1,Random,AlphaBeta,red,AlphaBeta,22,5.6540,0.000028,0.513950
2026-04-25_0254,Random,AlphaBeta,36,0,AlphaBeta,Random,blue,AlphaBeta,21,3.6701,0.333616,0.000022
2026-04-25_0254,Random,AlphaBeta,37,1,Random,AlphaBeta,red,AlphaBeta,22,5.9136,0.000023,0.537561
2026-04-25_0254,Random,AlphaBeta,38,0,AlphaBeta,Random,blue,AlphaBeta,21,3.4919,0.317415,0.000023
2026-04-25_0254,Random,AlphaBeta,39,1,Random,AlphaBeta,red,AlphaBeta,22,5.6600,0.000023,0.514506
2026-04-25_0254,Random,AlphaBeta,40,0,AlphaBeta,Random,blue,AlphaBeta,21,4.1199,0.374506,0.000022
2026-04-25_0254,Random,AlphaBeta,41,1,Random,AlphaBeta,red,AlphaBeta,22,5.7127,0.000022,0.519294
2026-04-25_0254,Random,AlphaBeta,42,0,AlphaBeta,Random,blue,AlphaBeta,23,4.5616,0.380100,0.000023
2026-04-25_0254,Random,AlphaBeta,43,1,Random,AlphaBeta,red,AlphaBeta,22,6.0055,0.000024,0.545915
2026-04-25_0254,Random,AlphaBeta,44,0,AlphaBeta,Random,blue,AlphaBeta,23,3.6501,0.304149,0.000022
2026-04-25_0254,Random,AlphaBeta,45,1,Random,AlphaBeta,red,AlphaBeta,28,5.9499,0.000022,0.424955
2026-04-25_0254,Random,AlphaBeta,46,0,AlphaBeta,Random,blue,AlphaBeta,23,4.3542,0.362817,0.000023
2026-04-25_0254,Random,AlphaBeta,47,1,Random,AlphaBeta,red,AlphaBeta,22,5.9499,0.000023,0.540856
2026-04-25_0254,Random,AlphaBeta,48,0,AlphaBeta,Random,blue,AlphaBeta,21,4.1206,0.374564,0.000022
2026-04-25_0254,Random,AlphaBeta,49,1,Random,AlphaBeta,red,AlphaBeta,28,7.3283,0.000024,0.523412
2026-04-25_0254,Random,AlphaBeta,50,0,AlphaBeta,Random,blue,AlphaBeta,21,3.9258,0.356859,0.000023
2026-04-25_0254,Random,AlphaBeta,51,1,Random,AlphaBeta,red,AlphaBeta,24,6.2871,0.000024,0.523886
2026-04-25_0254,Random,AlphaBeta,52,0,AlphaBeta,Random,blue,AlphaBeta,23,4.7159,0.392957,0.000024
2026-04-25_0254,Random,AlphaBeta,53,1,Random,AlphaBeta,red,AlphaBeta,22,5.9276,0.000024,0.538828
2026-04-25_0254,Random,AlphaBeta,54,0,AlphaBeta,Random,blue,AlphaBeta,25,5.1483,0.395985,0.000024
2026-04-25_0254,Random,AlphaBeta,55,1,Random,AlphaBeta,red,AlphaBeta,22,6.1007,0.000026,0.554562
2026-04-25_0254,Random,AlphaBeta,56,0,AlphaBeta,Random,blue,AlphaBeta,25,5.6791,0.436812,0.000024
2026-04-25_0254,Random,AlphaBeta,57,1,Random,AlphaBeta,red,AlphaBeta,22,4.7083,0.000024,0.427984
2026-04-25_0254,Random,AlphaBeta,58,0,AlphaBeta,Random,blue,AlphaBeta,23,4.2431,0.353555,0.000023
2026-04-25_0254,Random,AlphaBeta,59,1,Random,AlphaBeta,red,AlphaBeta,24,5.9420,0.000025,0.495123
2026-04-25_0254,Random,AlphaBeta,60,0,AlphaBeta,Random,blue,AlphaBeta,23,4.0208,0.335032,0.000024
2026-04-25_0254,Random,AlphaBeta,61,1,Random,AlphaBeta,red,AlphaBeta,24,6.4022,0.000030,0.533472
2026-04-25_0254,Random,AlphaBeta,62,0,AlphaBeta,Random,blue,AlphaBeta,21,4.4664,0.406000,0.000027
