run_timestamp,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
2026-04-12_0817,Random,AlphaBeta,1,1,Random,AlphaBeta,red,AlphaBeta,22,0.1356,0.000030,0.012287
2026-04-12_0817,Random,AlphaBeta,2,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0155,0.001389,0.000016
2026-04-12_0817,Random,AlphaBeta,3,1,Random,AlphaBeta,red,AlphaBeta,24,0.0181,0.000015,0.001480
2026-04-12_0817,Random,AlphaBeta,4,0,AlphaBeta,Random,blue,AlphaBeta,25,0.0196,0.001483,0.000015
2026-04-12_0817,Random,AlphaBeta,5,1,Random,AlphaBeta,red,AlphaBeta,22,0.0192,0.000015,0.001713
2026-04-12_0817,Random,AlphaBeta,6,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0190,0.001562,0.000015
2026-04-12_0817,Random,AlphaBeta,7,1,Random,AlphaBeta,red,AlphaBeta,24,0.0190,0.000015,0.001557
2026-04-12_0817,Random,AlphaBeta,8,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0179,0.001471,0.000015
2026-04-12_0817,Random,AlphaBeta,9,1,Random,AlphaBeta,red,AlphaBeta,22,0.0160,0.000015,0.001431
2026-04-12_0817,Random,AlphaBeta,10,0,AlphaBeta,Random,blue,AlphaBeta,27,0.0197,0.001386,0.000015
2026-04-12_0817,Random,AlphaBeta,11,1,Random,AlphaBeta,red,AlphaBeta,22,0.0164,0.000015,0.001467
2026-04-12_0817,Random,AlphaBeta,12,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0170,0.001518,0.000015
2026-04-12_0817,Random,AlphaBeta,13,1,Random,AlphaBeta,red,AlphaBeta,22,0.0172,0.000015,0.001540
2026-04-12_0817,Random,AlphaBeta,14,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0172,0.001541,0.000017
2026-04-12_0817,Random,AlphaBeta,15,1,Random,AlphaBeta,red,AlphaBeta,22,0.0179,0.000014,0.001599
2026-04-12_0817,Random,AlphaBeta,16,0,AlphaBeta,Random,blue,AlphaBeta,25,0.0172,0.001305,0.000014
2026-04-12_0817,Random,AlphaBeta,17,1,Random,AlphaBeta,red,AlphaBeta,24,0.0184,0.000014,0.001507
2026-04-12_0817,Random,AlphaBeta,18,0,AlphaBeta,Random,blue,AlphaBeta,27,0.0207,0.001453,0.000014
2026-04-12_0817,Random,AlphaBeta,19,1,Random,AlphaBeta,red,AlphaBeta,24,0.0178,0.000013,0.001458
2026-04-12_0817,Random,AlphaBeta,20,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0165,0.001356,0.000014
2026-04-12_0817,Random,AlphaBeta,21,1,Random,AlphaBeta,red,AlphaBeta,24,0.0193,0.000015,0.001581
2026-04-12_0817,Random,AlphaBeta,22,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0151,0.001348,0.000014
2026-04-12_0817,Random,AlphaBeta,23,1,Random,AlphaBeta,red,AlphaBeta,22,0.0170,0.000014,0.001521
2026-04-12_0817,Random,AlphaBeta,24,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0171,0.001400,0.000014
2026-04-12_0817,Random,AlphaBeta,25,1,Random,AlphaBeta,red,AlphaBeta,24,0.0188,0.000014,0.001538
2026-04-12_0817,Random,AlphaBeta,26,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0157,0.001402,0.000014
2026-04-12_0817,Random,AlphaBeta,27,1,Random,AlphaBeta,red,AlphaBeta,24,0.0166,0.000014,0.001360
2026-04-12_0817,Random,AlphaBeta,28,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0174,0.001427,0.000015
2026-04-12_0817,Random,AlphaBeta,29,1,Random,AlphaBeta,red,AlphaBeta,22,0.0200,0.000014,0.001793
2026-04-12_0817,Random,AlphaBeta,30,0,AlphaBeta,Random,blue,AlphaBeta,25,0.0202,0.001530,0.000014
2026-04-12_0817,Random,AlphaBeta,31,1,Random,AlphaBeta,red,AlphaBeta,24,0.0188,0.000014,0.001543
2026-04-12_0817,Random,AlphaBeta,32,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0183,0.001503,0.000014
2026-04-12_0817,Random,AlphaBeta,33,1,Random,AlphaBeta,red,AlphaBeta,24,0.0188,0.000015,0.001539
2026-04-12_0817,Random,AlphaBeta,34,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0167,0.001372,0.000014
2026-04-12_0817,Random,AlphaBeta,35,1,Random,AlphaBeta,red,AlphaBeta,26,0.0182,0.000014,0.001378
2026-04-12_0817,Random,AlphaBeta,36,0,AlphaBeta,Random,blue,AlphaBeta,29,0.0207,0.001342,0.000030
2026-04-12_0817,Random,AlphaBeta,37,1,Random,AlphaBeta,red,AlphaBeta,24,0.0206,0.000014,0.001693
2026-04-12_0817,Random,AlphaBeta,38,0,AlphaBeta,Random,blue,AlphaBeta,25,0.0195,0.001477,0.000015
2026-04-12_0817,Random,AlphaBeta,39,1,Random,AlphaBeta,red,AlphaBeta,22,0.0156,0.000014,0.001392
2026-04-12_0817,Random,AlphaBeta,40,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0170,0.001395,0.000015
2026-04-12_0817,Random,AlphaBeta,41,1,Random,AlphaBeta,red,AlphaBeta,22,0.0171,0.000014,0.001527
2026-04-12_0817,Random,AlphaBeta,42,0,AlphaBeta,Random,blue,AlphaBeta,29,0.0203,0.001334,0.000014
2026-04-12_0817,Random,AlphaBeta,43,1,Random,AlphaBeta,red,AlphaBeta,22,0.0181,0.000014,0.001619
2026-04-12_0817,Random,AlphaBeta,44,0,AlphaBeta,Random,blue,AlphaBeta,27,0.0202,0.001418,0.000014
2026-04-12_0817,Random,AlphaBeta,45,1,Random,AlphaBeta,red,AlphaBeta,22,0.0155,0.000014,0.001385
2026-04-12_0817,Random,AlphaBeta,46,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0203,0.001664,0.000014
2026-04-12_0817,Random,AlphaBeta,47,1,Random,AlphaBeta,red,AlphaBeta,22,0.0206,0.000014,0.001843
2026-04-12_0817,Random,AlphaBeta,48,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0192,0.001573,0.000014
2026-04-12_0817,Random,AlphaBeta,49,1,Random,AlphaBeta,red,AlphaBeta,22,0.0226,0.000014,0.002023
2026-04-12_0817,Random,AlphaBeta,50,0,AlphaBeta,Random,blue,AlphaBeta,25,0.0179,0.001355,0.000014
2026-04-12_0817,Random,AlphaBeta,51,1,Random,AlphaBeta,red,AlphaBeta,24,0.0193,0.000014,0.001584
2026-04-12_0817,Random,AlphaBeta,52,0,AlphaBeta,Random,blue,AlphaBeta,23,0.0165,0.001357,0.000014
2026-04-12_0817,Random,AlphaBeta,53,1,Random,AlphaBeta,red,AlphaBeta,22,0.0188,0.000014,0.001680
2026-04-12_0817,Random,AlphaBeta,54,0,AlphaBeta,Random,blue,AlphaBeta,27,0.0203,0.001430,0.000014
2026-04-12_0817,Random,AlphaBeta,55,1,Random,AlphaBeta,red,AlphaBeta,22,0.0152,0.000014,0.001355
2026-04-12_0817,Random,AlphaBeta,56,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0152,0.001364,0.000014
2026-04-12_0817,Random,AlphaBeta,57,1,Random,AlphaBeta,red,AlphaBeta,32,0.0277,0.000014,0.001702
2026-04-12_0817,Random,AlphaBeta,58,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0160,0.001435,0.000014
2026-04-12_0817,Random,AlphaBeta,59,1,Random,AlphaBeta,red,AlphaBeta,22,0.0179,0.000014,0.001600
2026-04-12_0817,Random,AlphaBeta,60,0,AlphaBeta,Random,blue,AlphaBeta,21,0.0152,0.001356,0.000014
2026-04-12_0817,Random,AlphaBeta,61,1,Random,AlphaBeta,red,AlphaBeta,22,0.0173,0.000014,0.001547
2026-04-12_0817,Random,AlphaBeta,62,0,AlphaBeta,Random,blue,AlphaBeta,27,0.0206,0.001448,0.000014
2026-04-12_0817,Random,AlphaBeta,63,1,Random,AlphaBeta,red,AlphaBeta,22,0.0154,0.000014,0.001373
2026-04-12_0817,Random,AlphaBeta,64,0,AlphaBeta,Random,blue,AlphaBeta,25,0.0199,0.001505,0.000014
2026-04-12_0817,Random,AlphaBeta,65,1,Random,AlphaBeta,red,AlphaBeta,24,0.0207,0.000014,0.001701
