run_timestamp,name_a,name_b,game_index,a_is_blue,winner_name,total_moves,total_time,avg_time_blue,avg_time_red,sims,time_per_move
2026-04-26_2317,AlphaBeta,gemini_3_1_pro_preview,46,0,AlphaBeta,26,12.6535,0.451479,0.521852,600,0.5
2026-04-26_2317,AlphaBeta,gemini_3_1_pro_preview,47,1,AlphaBeta,25,9.8355,0.340302,0.450954,600,0.5
2026-04-26_2317,AlphaBeta,gemini_3_1_pro_preview,48,0,AlphaBeta,22,10.1742,0.451625,0.473284,600,0.5
2026-04-26_2317,AlphaBeta,gemini_3_1_pro_preview,49,1,AlphaBeta,21,8.9028,0.399111,0.451246,600,0.5
2026-04-26_2317,AlphaBeta,gemini_3_1_pro_preview,50,0,AlphaBeta,24,12.1098,0.451826,0.557305,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,1,1,gpt53_codex_xhigh,58,16.8315,0.271554,0.308830,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,2,0,AlphaBeta,60,17.2463,0.318518,0.256345,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,3,1,AlphaBeta,37,14.7464,0.354408,0.445131,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,4,0,AlphaBeta,22,8.3676,0.428369,0.332301,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,5,1,gpt53_codex_xhigh,58,10.7444,0.056787,0.313694,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,6,0,AlphaBeta,22,7.3346,0.428702,0.238059,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,7,1,gpt53_codex_xhigh,58,8.9920,0.000844,0.309210,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,8,0,AlphaBeta,22,6.5867,0.429300,0.169471,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,9,1,gpt53_codex_xhigh,58,8.9794,0.000844,0.308776,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,10,0,AlphaBeta,22,10.3207,0.429398,0.508831,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,11,1,AlphaBeta,37,8.2054,0.000868,0.454921,600,0.5
2026-04-26_2324,AlphaBeta,gpt53_codex_xhigh,12,0,AlphaBeta,60,15.3585,0.314825,0.197112,600,0.5
