run_timestamp,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
2026-04-11_1604,Random,AlphaZero,1,1,Random,AlphaZero,red,AlphaZero,72,1.4419,0.000034,0.039986
2026-04-11_1604,Random,AlphaZero,2,0,AlphaZero,Random,blue,AlphaZero,33,0.5604,0.032926,0.000025
2026-04-11_1604,Random,AlphaZero,3,1,Random,AlphaZero,red,AlphaZero,44,0.7442,0.000026,0.033784
2026-04-11_1604,Random,AlphaZero,4,0,AlphaZero,Random,blue,AlphaZero,31,0.5387,0.033626,0.000030
2026-04-11_1604,Random,AlphaZero,5,1,Random,AlphaZero,red,AlphaZero,42,0.6946,0.000027,0.033032
2026-04-11_1604,Random,AlphaZero,6,0,AlphaZero,Random,blue,AlphaZero,43,0.6942,0.031513,0.000024
2026-04-11_1604,Random,AlphaZero,7,1,Random,AlphaZero,red,AlphaZero,56,0.9469,0.000029,0.033765
2026-04-11_1604,Random,AlphaZero,8,0,AlphaZero,Random,blue,AlphaZero,63,1.0468,0.032671,0.000026
2026-04-11_1604,Random,AlphaZero,9,1,Random,AlphaZero,red,AlphaZero,40,0.6206,0.000026,0.030985
2026-04-11_1604,Random,AlphaZero,10,0,AlphaZero,Random,blue,AlphaZero,71,1.0800,0.029943,0.000026
2026-04-11_1604,Random,AlphaZero,11,1,Random,AlphaZero,red,AlphaZero,36,0.4962,0.000027,0.027522
2026-04-11_1604,Random,AlphaZero,12,0,AlphaZero,Random,blue,AlphaZero,25,0.3692,0.028366,0.000026
2026-04-11_1604,Random,AlphaZero,13,1,Random,AlphaZero,red,AlphaZero,30,0.4308,0.000023,0.028679
2026-04-11_1604,Random,AlphaZero,14,0,AlphaZero,Random,blue,AlphaZero,27,0.3874,0.027630,0.000030
2026-04-11_1604,Random,AlphaZero,15,1,Random,AlphaZero,red,AlphaZero,42,0.6031,0.000027,0.028673
2026-04-11_1604,Random,AlphaZero,16,0,AlphaZero,Random,blue,AlphaZero,43,0.6130,0.027801,0.000046
2026-04-11_1604,Random,AlphaZero,17,1,Random,AlphaZero,red,AlphaZero,26,0.3648,0.000031,0.028016
2026-04-11_1604,Random,AlphaZero,18,0,AlphaZero,Random,blue,AlphaZero,29,0.4301,0.028636,0.000025
2026-04-11_1604,Random,AlphaZero,19,1,Random,AlphaZero,red,AlphaZero,48,0.6903,0.000026,0.028711
2026-04-11_1604,Random,AlphaZero,20,0,AlphaZero,Random,blue,AlphaZero,29,0.4546,0.030268,0.000026
2026-04-11_1604,Random,AlphaZero,21,1,Random,AlphaZero,red,AlphaZero,22,0.3431,0.000030,0.031144
2026-04-11_1604,Random,AlphaZero,22,0,AlphaZero,Random,blue,AlphaZero,33,0.4442,0.026094,0.000024
2026-04-11_1604,Random,AlphaZero,23,1,Random,AlphaZero,red,AlphaZero,26,0.3475,0.000025,0.026692
2026-04-11_1604,Random,AlphaZero,24,0,AlphaZero,Random,blue,AlphaZero,41,0.6195,0.029454,0.000031
2026-04-11_1604,Random,AlphaZero,25,1,Random,AlphaZero,red,AlphaZero,56,0.7882,0.000027,0.028106
2026-04-11_1604,Random,AlphaZero,26,0,AlphaZero,Random,blue,AlphaZero,35,0.4961,0.027520,0.000024
2026-04-11_1604,Random,AlphaZero,27,1,Random,AlphaZero,red,AlphaZero,46,0.6918,0.000028,0.030029
2026-04-11_1604,Random,AlphaZero,28,0,AlphaZero,Random,blue,AlphaZero,35,0.5363,0.029751,0.000029
2026-04-11_1604,Random,AlphaZero,29,1,Random,AlphaZero,red,AlphaZero,26,0.3401,0.000024,0.026117
2026-04-11_1604,Random,AlphaZero,30,0,AlphaZero,Random,blue,AlphaZero,31,0.4954,0.030927,0.000025
2026-04-11_1604,Random,AlphaZero,31,1,Random,AlphaZero,red,AlphaZero,34,0.5018,0.000030,0.029471
2026-04-11_1604,Random,AlphaZero,32,0,AlphaZero,Random,blue,AlphaZero,37,0.5280,0.027750,0.000023
2026-04-11_1604,Random,AlphaZero,33,1,Random,AlphaZero,red,AlphaZero,28,0.4433,0.000031,0.031616
2026-04-11_1604,Random,AlphaZero,34,0,AlphaZero,Random,blue,AlphaZero,31,0.4486,0.028000,0.000024
2026-04-11_1604,Random,AlphaZero,35,1,Random,AlphaZero,red,AlphaZero,60,0.9118,0.000027,0.030340
2026-04-11_1604,Random,AlphaZero,36,0,AlphaZero,Random,blue,AlphaZero,25,0.3503,0.026909,0.000023
2026-04-11_1604,Random,AlphaZero,37,1,Random,AlphaZero,red,AlphaZero,24,0.3592,0.000030,0.029880
2026-04-11_1604,Random,AlphaZero,38,0,AlphaZero,Random,blue,AlphaZero,45,0.6868,0.029815,0.000025
2026-04-11_1604,Random,AlphaZero,39,1,Random,AlphaZero,red,AlphaZero,48,0.6925,0.000025,0.028812
2026-04-11_1604,Random,AlphaZero,40,0,AlphaZero,Random,blue,AlphaZero,25,0.4229,0.032495,0.000025
2026-04-11_1604,Random,AlphaZero,41,1,Random,AlphaZero,red,AlphaZero,50,0.7491,0.000028,0.029912
2026-04-11_1604,Random,AlphaZero,42,0,AlphaZero,Random,blue,AlphaZero,25,0.3632,0.027906,0.000024
2026-04-11_1604,Random,AlphaZero,43,1,Random,AlphaZero,red,AlphaZero,36,0.5566,0.000028,0.030875
2026-04-11_1604,Random,AlphaZero,44,0,AlphaZero,Random,blue,AlphaZero,49,0.6741,0.026921,0.000024
2026-04-11_1604,Random,AlphaZero,45,1,Random,AlphaZero,red,AlphaZero,38,0.6074,0.000029,0.031913
2026-04-11_1604,Random,AlphaZero,46,0,AlphaZero,Random,blue,AlphaZero,27,0.3861,0.027546,0.000024
2026-04-11_1604,Random,AlphaZero,47,1,Random,AlphaZero,red,AlphaZero,34,0.5270,0.000026,0.030962
2026-04-11_1604,Random,AlphaZero,48,0,AlphaZero,Random,blue,AlphaZero,79,1.2092,0.030168,0.000026
2026-04-11_1604,Random,AlphaZero,49,1,Random,AlphaZero,red,AlphaZero,38,0.5689,0.000027,0.029896
