checkpoint,ckpt_date,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
best_model_05_04,2026-04-05,AlphaZero,Random,12,0,Random,AlphaZero,blue,Random,101,1.4190,0.000023,0.028329
best_model_05_04,2026-04-05,AlphaZero,Random,13,1,AlphaZero,Random,blue,AlphaZero,59,0.9674,0.032201,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,14,0,Random,AlphaZero,red,AlphaZero,82,1.1819,0.000023,0.028766
best_model_05_04,2026-04-05,AlphaZero,Random,15,1,AlphaZero,Random,blue,AlphaZero,95,1.3348,0.027764,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,16,0,Random,AlphaZero,red,AlphaZero,64,0.9552,0.000023,0.029803
best_model_05_04,2026-04-05,AlphaZero,Random,17,1,AlphaZero,Random,blue,AlphaZero,71,1.0386,0.028810,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,18,0,Random,AlphaZero,red,AlphaZero,90,1.3142,0.000024,0.029154
best_model_05_04,2026-04-05,AlphaZero,Random,19,1,AlphaZero,Random,blue,AlphaZero,85,1.2619,0.029299,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,20,0,Random,AlphaZero,red,AlphaZero,58,0.9304,0.000022,0.032034
best_model_05_04,2026-04-05,AlphaZero,Random,21,1,AlphaZero,Random,blue,AlphaZero,83,1.2563,0.029860,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,22,0,Random,AlphaZero,red,AlphaZero,80,1.2189,0.000023,0.030406
best_model_05_04,2026-04-05,AlphaZero,Random,23,1,AlphaZero,Random,blue,AlphaZero,77,1.1176,0.028615,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,24,0,Random,AlphaZero,red,AlphaZero,92,1.3500,0.000023,0.029283
best_model_05_04,2026-04-05,AlphaZero,Random,25,1,AlphaZero,Random,blue,AlphaZero,89,1.3774,0.030557,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,26,0,Random,AlphaZero,red,AlphaZero,74,1.0603,0.000023,0.028612
best_model_05_04,2026-04-05,AlphaZero,Random,27,1,AlphaZero,Random,blue,AlphaZero,77,1.2139,0.031077,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,28,0,Random,AlphaZero,red,AlphaZero,92,1.3906,0.000022,0.030176
best_model_05_04,2026-04-05,AlphaZero,Random,29,1,AlphaZero,Random,blue,AlphaZero,63,0.9687,0.030228,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,30,0,Random,AlphaZero,red,AlphaZero,76,1.1835,0.000023,0.031095
best_model_05_04,2026-04-05,AlphaZero,Random,31,1,AlphaZero,Random,blue,AlphaZero,93,1.5369,0.032638,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,32,0,Random,AlphaZero,blue,Random,113,1.8831,0.000023,0.033543
best_model_05_04,2026-04-05,AlphaZero,Random,33,1,AlphaZero,Random,blue,AlphaZero,103,1.3847,0.026579,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,34,0,Random,AlphaZero,red,AlphaZero,96,1.5065,0.000025,0.031305
best_model_05_04,2026-04-05,AlphaZero,Random,35,1,AlphaZero,Random,blue,AlphaZero,59,0.8094,0.026942,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,36,0,Random,AlphaZero,red,AlphaZero,120,1.6757,0.000024,0.027835
best_model_05_04,2026-04-05,AlphaZero,Random,37,1,AlphaZero,Random,blue,AlphaZero,95,1.3102,0.027239,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,38,0,Random,AlphaZero,red,AlphaZero,90,1.2403,0.000023,0.027500
best_model_05_04,2026-04-05,AlphaZero,Random,39,1,AlphaZero,Random,blue,AlphaZero,107,1.5209,0.028095,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,40,0,Random,AlphaZero,red,AlphaZero,116,1.4724,0.000022,0.025340
best_model_05_04,2026-04-05,AlphaZero,Random,41,1,AlphaZero,Random,blue,AlphaZero,109,1.5924,0.028892,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,42,0,Random,AlphaZero,red,AlphaZero,76,1.0447,0.000023,0.027445
best_model_05_04,2026-04-05,AlphaZero,Random,43,1,AlphaZero,Random,blue,AlphaZero,55,0.8041,0.028680,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,44,0,Random,AlphaZero,red,AlphaZero,62,0.8704,0.000023,0.028035
best_model_05_04,2026-04-05,AlphaZero,Random,45,1,AlphaZero,Random,blue,AlphaZero,87,1.2225,0.027734,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,46,0,Random,AlphaZero,red,AlphaZero,66,0.9422,0.000023,0.028505
best_model_05_04,2026-04-05,AlphaZero,Random,47,1,AlphaZero,Random,blue,AlphaZero,99,1.3715,0.027376,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,48,0,Random,AlphaZero,red,AlphaZero,90,1.2978,0.000023,0.028778
best_model_05_04,2026-04-05,AlphaZero,Random,49,1,AlphaZero,Random,blue,AlphaZero,89,1.3215,0.029321,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,50,0,Random,AlphaZero,red,AlphaZero,100,1.4531,0.000022,0.028989
best_model_05_04,2026-04-05,AlphaZero,Random,51,1,AlphaZero,Random,blue,AlphaZero,81,1.1310,0.027545,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,52,0,Random,AlphaZero,red,AlphaZero,68,0.9627,0.000022,0.028276
best_model_05_04,2026-04-05,AlphaZero,Random,53,1,AlphaZero,Random,blue,AlphaZero,79,1.1376,0.028399,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,54,0,Random,AlphaZero,red,AlphaZero,88,1.3408,0.000022,0.030418
best_model_05_04,2026-04-05,AlphaZero,Random,55,1,AlphaZero,Random,blue,AlphaZero,99,1.6423,0.032778,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,56,0,Random,AlphaZero,red,AlphaZero,112,1.6906,0.000023,0.030120
best_model_05_04,2026-04-05,AlphaZero,Random,57,1,AlphaZero,Random,blue,AlphaZero,73,1.1059,0.029834,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,58,0,Random,AlphaZero,red,AlphaZero,96,1.3878,0.000023,0.028850
best_model_05_04,2026-04-05,AlphaZero,Random,59,1,AlphaZero,Random,blue,AlphaZero,99,1.2563,0.025074,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,60,0,Random,AlphaZero,red,AlphaZero,64,0.8329,0.000022,0.025988
best_model_05_04,2026-04-05,AlphaZero,Random,61,1,AlphaZero,Random,blue,AlphaZero,81,1.0505,0.025572,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,62,0,Random,AlphaZero,red,AlphaZero,76,0.9924,0.000023,0.026073
best_model_05_04,2026-04-05,AlphaZero,Random,63,1,AlphaZero,Random,blue,AlphaZero,69,0.9905,0.028242,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,64,0,Random,AlphaZero,red,AlphaZero,48,0.5873,0.000021,0.024431
best_model_05_04,2026-04-05,AlphaZero,Random,65,1,AlphaZero,Random,blue,AlphaZero,101,1.2587,0.024629,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,66,0,Random,AlphaZero,red,AlphaZero,90,1.1392,0.000022,0.025263
best_model_05_04,2026-04-05,AlphaZero,Random,67,1,AlphaZero,Random,blue,AlphaZero,81,0.9979,0.024291,0.000021
best_model_05_04,2026-04-05,AlphaZero,Random,68,0,Random,AlphaZero,red,AlphaZero,78,0.9859,0.000022,0.025223
best_model_05_04,2026-04-05,AlphaZero,Random,69,1,AlphaZero,Random,blue,AlphaZero,91,1.1237,0.024380,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,70,0,Random,AlphaZero,red,AlphaZero,92,3.9168,0.000023,0.085084
best_model_05_04,2026-04-05,AlphaZero,Random,71,1,AlphaZero,Random,blue,AlphaZero,61,4.6035,0.148457,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,72,0,Random,AlphaZero,red,AlphaZero,110,7.7929,0.000022,0.141623
best_model_05_04,2026-04-05,AlphaZero,Random,73,1,AlphaZero,Random,blue,AlphaZero,105,7.8874,0.148772,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,74,0,Random,AlphaZero,red,AlphaZero,90,6.6094,0.000022,0.146825
best_model_05_04,2026-04-05,AlphaZero,Random,75,1,AlphaZero,Random,blue,AlphaZero,87,6.4175,0.145800,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,76,0,Random,AlphaZero,red,AlphaZero,76,5.4417,0.000022,0.143160
best_model_05_04,2026-04-05,AlphaZero,Random,77,1,AlphaZero,Random,blue,AlphaZero,89,6.4039,0.142266,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,78,0,Random,AlphaZero,red,AlphaZero,84,6.1841,0.000024,0.147196
best_model_05_04,2026-04-05,AlphaZero,Random,79,1,AlphaZero,Random,blue,AlphaZero,93,7.0251,0.149399,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,80,0,Random,AlphaZero,red,AlphaZero,82,5.9274,0.000022,0.144526
best_model_05_04,2026-04-05,AlphaZero,Random,81,1,AlphaZero,Random,blue,AlphaZero,43,3.2439,0.147410,0.000023
best_model_05_04,2026-04-05,AlphaZero,Random,82,0,Random,AlphaZero,red,AlphaZero,86,5.2722,0.000022,0.122561
best_model_05_04,2026-04-05,AlphaZero,Random,83,1,AlphaZero,Random,blue,AlphaZero,87,1.1008,0.024975,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,84,0,Random,AlphaZero,red,AlphaZero,92,1.1963,0.000021,0.025956
best_model_05_04,2026-04-05,AlphaZero,Random,85,1,AlphaZero,Random,blue,AlphaZero,105,1.4519,0.027347,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,86,0,Random,AlphaZero,blue,Random,113,1.4109,0.000022,0.025148
best_model_05_04,2026-04-05,AlphaZero,Random,87,1,AlphaZero,Random,blue,AlphaZero,85,1.1082,0.025728,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,88,0,Random,AlphaZero,red,AlphaZero,88,1.1480,0.000022,0.026044
best_model_05_04,2026-04-05,AlphaZero,Random,89,1,AlphaZero,Random,blue,AlphaZero,79,1.0771,0.026888,0.000024
best_model_05_04,2026-04-05,AlphaZero,Random,90,0,Random,AlphaZero,red,AlphaZero,90,1.2569,0.000022,0.027882
best_model_05_04,2026-04-05,AlphaZero,Random,91,1,AlphaZero,Random,blue,AlphaZero,87,1.1674,0.026486,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,92,0,Random,AlphaZero,red,AlphaZero,110,1.5803,0.000022,0.028657
best_model_05_04,2026-04-05,AlphaZero,Random,93,1,AlphaZero,Random,blue,AlphaZero,105,1.3683,0.025760,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,94,0,Random,AlphaZero,red,AlphaZero,102,1.2806,0.000022,0.025054
best_model_05_04,2026-04-05,AlphaZero,Random,95,1,AlphaZero,Random,blue,AlphaZero,75,0.9879,0.025954,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,96,0,Random,AlphaZero,red,AlphaZero,94,1.2412,0.000022,0.026347
best_model_05_04,2026-04-05,AlphaZero,Random,97,1,AlphaZero,Random,blue,AlphaZero,85,1.1552,0.026814,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,98,0,Random,AlphaZero,red,AlphaZero,80,1.0208,0.000022,0.025477
best_model_05_04,2026-04-05,AlphaZero,Random,99,1,AlphaZero,Random,blue,AlphaZero,87,1.1585,0.026278,0.000022
best_model_05_04,2026-04-05,AlphaZero,Random,100,0,Random,AlphaZero,red,AlphaZero,104,1.3914,0.000024,0.026706
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,1,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5367,0.026780,0.001451
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,2,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2979,0.001424,0.028207
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,3,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3152,0.027214,0.001427
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,4,0,AlphaBeta,AlphaZero,blue,AlphaBeta,43,0.5921,0.001304,0.026814
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,5,1,AlphaZero,AlphaBeta,red,AlphaBeta,52,0.7271,0.026543,0.001406
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,6,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2895,0.001401,0.027397
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,7,1,AlphaZero,AlphaBeta,red,AlphaBeta,42,0.5811,0.026301,0.001356
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,8,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.4049,0.001412,0.029609
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,9,1,AlphaZero,AlphaBeta,red,AlphaBeta,40,0.5470,0.025967,0.001367
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,10,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2967,0.001416,0.028097
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,11,1,AlphaZero,AlphaBeta,red,AlphaBeta,40,0.5640,0.026832,0.001353
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,12,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2857,0.001412,0.027008
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,13,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3185,0.027530,0.001415
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,14,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.3756,0.001404,0.027371
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,15,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3248,0.028092,0.001418
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,16,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2985,0.001420,0.028276
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,17,1,AlphaZero,AlphaBeta,red,AlphaBeta,46,0.7439,0.030714,0.001610
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,18,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3191,0.001432,0.030325
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,19,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3176,0.027448,0.001416
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,20,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3001,0.001427,0.028428
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,21,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5297,0.026502,0.001361
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,22,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3132,0.001395,0.026941
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,23,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3239,0.027998,0.001438
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,24,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.4056,0.001392,0.027467
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,25,1,AlphaZero,AlphaBeta,red,AlphaBeta,42,0.6138,0.027811,0.001404
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,26,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4269,0.001372,0.026981
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,27,1,AlphaZero,AlphaBeta,red,AlphaBeta,42,0.6016,0.027314,0.001320
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,28,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2981,0.001402,0.028255
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,29,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3541,0.030741,0.001438
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,30,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4167,0.001367,0.026309
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,31,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3404,0.029525,0.001406
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,32,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3003,0.001416,0.028455
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,33,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3328,0.028828,0.001417
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,34,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4531,0.001366,0.028736
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,35,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3294,0.028486,0.001443
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,36,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2997,0.001428,0.028384
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,37,1,AlphaZero,AlphaBeta,red,AlphaBeta,48,0.7398,0.029403,0.001404
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,38,0,AlphaBeta,AlphaZero,blue,AlphaBeta,33,0.4753,0.001363,0.028247
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,39,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3138,0.027091,0.001427
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,40,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2963,0.001398,0.028077
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,41,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5920,0.029780,0.001365
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,42,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3297,0.001404,0.028432
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,43,1,AlphaZero,AlphaBeta,red,AlphaBeta,40,0.5784,0.027545,0.001361
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,44,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3401,0.001405,0.029369
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,45,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5581,0.027968,0.001391
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,46,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2903,0.001401,0.027480
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,47,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5802,0.029170,0.001355
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,48,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3486,0.001403,0.030146
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,49,1,AlphaZero,AlphaBeta,red,AlphaBeta,50,0.7640,0.029100,0.001442
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,50,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3552,0.001413,0.030733
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,51,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3398,0.029467,0.001411
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,52,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4578,0.001372,0.029043
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,53,1,AlphaZero,AlphaBeta,red,AlphaBeta,52,0.8402,0.030710,0.001587
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,54,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3235,0.001397,0.030803
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,55,1,AlphaZero,AlphaBeta,red,AlphaBeta,40,0.6242,0.029861,0.001334
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,56,0,AlphaBeta,AlphaZero,blue,AlphaBeta,33,0.4484,0.001368,0.026562
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,57,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3136,0.027062,0.001433
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,58,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3120,0.001415,0.026804
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,59,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3119,0.026915,0.001430
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,60,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.3828,0.001405,0.027919
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,61,1,AlphaZero,AlphaBeta,red,AlphaBeta,42,0.6090,0.027526,0.001457
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,62,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2836,0.001426,0.026774
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,63,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5376,0.026890,0.001391
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,64,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3133,0.001408,0.026929
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,65,1,AlphaZero,AlphaBeta,red,AlphaBeta,44,0.6297,0.027120,0.001487
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,66,0,AlphaBeta,AlphaZero,blue,AlphaBeta,37,0.5111,0.001331,0.026976
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,67,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5388,0.026994,0.001352
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,68,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.3942,0.001380,0.026663
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,69,1,AlphaZero,AlphaBeta,red,AlphaBeta,42,0.5812,0.026310,0.001351
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,70,0,AlphaBeta,AlphaZero,blue,AlphaBeta,33,0.4411,0.001361,0.026108
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,71,1,AlphaZero,AlphaBeta,red,AlphaBeta,42,0.6382,0.028821,0.001552
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,72,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.4048,0.001395,0.029624
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,73,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3104,0.026770,0.001439
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,74,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.4093,0.001382,0.027741
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,75,1,AlphaZero,AlphaBeta,red,AlphaBeta,60,0.8436,0.026587,0.001516
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,76,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4178,0.001369,0.026381
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,77,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5416,0.027147,0.001346
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,78,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2841,0.001394,0.026859
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,79,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5284,0.026436,0.001362
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,80,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2922,0.001417,0.027646
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,81,1,AlphaZero,AlphaBeta,red,AlphaBeta,28,0.3938,0.026557,0.001558
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,82,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3296,0.001410,0.028410
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,83,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5528,0.027717,0.001366
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,84,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2947,0.001398,0.027918
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,85,1,AlphaZero,AlphaBeta,red,AlphaBeta,40,0.5584,0.026464,0.001441
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,86,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.3693,0.001396,0.026891
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,87,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3220,0.027837,0.001425
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,88,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.4806,0.001378,0.032839
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,89,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3211,0.027759,0.001417
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,90,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2932,0.001408,0.027760
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,91,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5496,0.027564,0.001347
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,92,0,AlphaBeta,AlphaZero,blue,AlphaBeta,33,0.4623,0.001359,0.027439
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,93,1,AlphaZero,AlphaBeta,red,AlphaBeta,44,0.6596,0.028563,0.001402
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,94,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.2950,0.001396,0.027949
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,95,1,AlphaZero,AlphaBeta,red,AlphaBeta,44,0.6286,0.027199,0.001361
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,96,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4399,0.001375,0.027844
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,97,1,AlphaZero,AlphaBeta,red,AlphaBeta,38,0.5466,0.027397,0.001358
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,98,0,AlphaBeta,AlphaZero,blue,AlphaBeta,31,0.4298,0.001369,0.027180
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,99,1,AlphaZero,AlphaBeta,red,AlphaBeta,40,0.5854,0.027861,0.001392
best_model_05_04,2026-04-05,AlphaZero,AlphaBeta,100,0,AlphaBeta,AlphaZero,blue,AlphaBeta,37,0.5206,0.001340,0.027497
best_model_05_04,2026-04-05,AlphaZero,MonteCarlo,1,1,AlphaZero,MonteCarlo,red,MonteCarlo,66,17.1495,0.033097,0.486553
best_model_05_04,2026-04-05,AlphaZero,MonteCarlo,2,0,MonteCarlo,AlphaZero,blue,MonteCarlo,93,24.8924,0.492423,0.037933
best_model_05_04,2026-04-05,AlphaZero,MonteCarlo,3,1,AlphaZero,MonteCarlo,red,MonteCarlo,36,9.2128,0.038053,0.473749
best_model_05_04,2026-04-05,AlphaZero,MonteCarlo,4,0,MonteCarlo,AlphaZero,blue,MonteCarlo,77,20.5548,0.489444,0.038549
best_model_05_04,2026-04-05,AlphaZero,MonteCarlo,5,1,AlphaZero,MonteCarlo,red,MonteCarlo,34,8.6440,0.036752,0.471704
