checkpoint,ckpt_date,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,total_time,avg_time_blue,avg_time_red
best_model_03_04,2026-04-03,AlphaZero,Random,1,1,AlphaZero,Random,blue,AlphaZero,71,1.4357,0.039818,0.000036
best_model_03_04,2026-04-03,AlphaZero,Random,2,0,Random,AlphaZero,blue,Random,113,1.7007,0.000021,0.030320
best_model_03_04,2026-04-03,AlphaZero,Random,3,1,AlphaZero,Random,blue,AlphaZero,93,1.5567,0.033070,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,4,0,Random,AlphaZero,red,AlphaZero,110,1.8951,0.000021,0.034388
best_model_03_04,2026-04-03,AlphaZero,Random,5,1,AlphaZero,Random,red,Random,88,1.5572,0.035330,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,6,0,Random,AlphaZero,red,AlphaZero,104,1.7884,0.000021,0.034331
best_model_03_04,2026-04-03,AlphaZero,Random,7,1,AlphaZero,Random,blue,AlphaZero,97,1.7978,0.036623,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,8,0,Random,AlphaZero,red,AlphaZero,114,1.9753,0.000021,0.034600
best_model_03_04,2026-04-03,AlphaZero,Random,9,1,AlphaZero,Random,blue,AlphaZero,113,1.8393,0.032192,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,10,0,Random,AlphaZero,red,AlphaZero,76,1.1590,0.000021,0.030453
best_model_03_04,2026-04-03,AlphaZero,Random,11,1,AlphaZero,Random,blue,AlphaZero,99,1.4732,0.029413,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,12,0,Random,AlphaZero,blue,Random,115,1.6780,0.000021,0.029380
best_model_03_04,2026-04-03,AlphaZero,Random,13,1,AlphaZero,Random,blue,AlphaZero,111,1.6417,0.029262,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,14,0,Random,AlphaZero,red,AlphaZero,108,1.6976,0.000021,0.031376
best_model_03_04,2026-04-03,AlphaZero,Random,15,1,AlphaZero,Random,blue,AlphaZero,91,1.4245,0.030915,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,16,0,Random,AlphaZero,red,AlphaZero,94,1.4304,0.000021,0.030384
best_model_03_04,2026-04-03,AlphaZero,Random,17,1,AlphaZero,Random,blue,AlphaZero,59,0.9687,0.032247,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,18,0,Random,AlphaZero,red,AlphaZero,98,1.4432,0.000033,0.029397
best_model_03_04,2026-04-03,AlphaZero,Random,19,1,AlphaZero,Random,blue,AlphaZero,83,1.3222,0.031433,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,20,0,Random,AlphaZero,red,AlphaZero,96,1.5467,0.000021,0.032170
best_model_03_04,2026-04-03,AlphaZero,Random,21,1,AlphaZero,Random,blue,AlphaZero,55,0.9443,0.033680,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,22,0,Random,AlphaZero,red,AlphaZero,102,1.6753,0.000021,0.032788
best_model_03_04,2026-04-03,AlphaZero,Random,23,1,AlphaZero,Random,blue,AlphaZero,87,1.4862,0.033722,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,24,0,Random,AlphaZero,red,AlphaZero,84,1.3215,0.000035,0.031406
best_model_03_04,2026-04-03,AlphaZero,Random,25,1,AlphaZero,Random,blue,AlphaZero,101,1.8136,0.035491,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,26,0,Random,AlphaZero,red,AlphaZero,70,1.1756,0.000021,0.033544
best_model_03_04,2026-04-03,AlphaZero,Random,27,1,AlphaZero,Random,blue,AlphaZero,93,1.5627,0.033207,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,28,0,Random,AlphaZero,red,AlphaZero,102,1.6562,0.000021,0.032424
best_model_03_04,2026-04-03,AlphaZero,Random,29,1,AlphaZero,Random,blue,AlphaZero,85,1.5013,0.034872,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,30,0,Random,AlphaZero,red,AlphaZero,102,1.9141,0.000021,0.037456
best_model_03_04,2026-04-03,AlphaZero,Random,31,1,AlphaZero,Random,blue,AlphaZero,83,1.2853,0.030561,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,32,0,Random,AlphaZero,red,AlphaZero,76,1.1936,0.000021,0.031357
best_model_03_04,2026-04-03,AlphaZero,Random,33,1,AlphaZero,Random,blue,AlphaZero,101,1.6113,0.031534,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,34,0,Random,AlphaZero,blue,Random,91,1.2922,0.000021,0.028675
best_model_03_04,2026-04-03,AlphaZero,Random,35,1,AlphaZero,Random,blue,AlphaZero,89,1.3114,0.029098,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,36,0,Random,AlphaZero,red,AlphaZero,60,0.9272,0.000021,0.030859
best_model_03_04,2026-04-03,AlphaZero,Random,37,1,AlphaZero,Random,blue,AlphaZero,107,1.6818,0.031079,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,38,0,Random,AlphaZero,red,AlphaZero,98,1.4247,0.000021,0.029031
best_model_03_04,2026-04-03,AlphaZero,Random,39,1,AlphaZero,Random,blue,AlphaZero,101,1.5919,0.031159,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,40,0,Random,AlphaZero,red,AlphaZero,100,1.4750,0.000033,0.029442
best_model_03_04,2026-04-03,AlphaZero,Random,41,1,AlphaZero,Random,blue,AlphaZero,83,1.2720,0.030245,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,42,0,Random,AlphaZero,red,AlphaZero,94,1.4347,0.000021,0.030479
best_model_03_04,2026-04-03,AlphaZero,Random,43,1,AlphaZero,Random,blue,AlphaZero,105,1.6970,0.031957,0.000021
best_model_03_04,2026-04-03,AlphaZero,Random,44,0,Random,AlphaZero,red,AlphaZero,116,1.8866,0.000024,0.032457
best_model_03_04,2026-04-03,AlphaZero,Random,45,1,AlphaZero,Random,blue,AlphaZero,87,1.4212,0.032243,0.000028
best_model_03_04,2026-04-03,AlphaZero,Random,46,0,Random,AlphaZero,red,AlphaZero,110,1.7787,0.000023,0.032261
best_model_03_04,2026-04-03,AlphaZero,Random,47,1,AlphaZero,Random,blue,AlphaZero,77,1.1642,0.029796,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,48,0,Random,AlphaZero,red,AlphaZero,80,1.3180,0.000022,0.032883
best_model_03_04,2026-04-03,AlphaZero,Random,49,1,AlphaZero,Random,blue,AlphaZero,101,1.5748,0.030807,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,50,0,Random,AlphaZero,red,AlphaZero,116,1.8387,0.000022,0.031623
best_model_03_04,2026-04-03,AlphaZero,Random,51,1,AlphaZero,Random,blue,AlphaZero,87,1.3400,0.030409,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,52,0,Random,AlphaZero,blue,Random,109,1.7566,0.000023,0.032472
best_model_03_04,2026-04-03,AlphaZero,Random,53,1,AlphaZero,Random,blue,AlphaZero,95,1.5065,0.031335,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,54,0,Random,AlphaZero,red,AlphaZero,98,1.3975,0.000023,0.028459
best_model_03_04,2026-04-03,AlphaZero,Random,55,1,AlphaZero,Random,blue,AlphaZero,83,1.1992,0.028508,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,56,0,Random,AlphaZero,red,AlphaZero,66,0.9094,0.000023,0.027520
best_model_03_04,2026-04-03,AlphaZero,Random,57,1,AlphaZero,Random,blue,AlphaZero,77,1.0672,0.027321,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,58,0,Random,AlphaZero,red,AlphaZero,106,1.4377,0.000022,0.027068
best_model_03_04,2026-04-03,AlphaZero,Random,59,1,AlphaZero,Random,blue,AlphaZero,97,1.3958,0.028431,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,60,0,Random,AlphaZero,red,AlphaZero,96,1.3529,0.000023,0.028132
best_model_03_04,2026-04-03,AlphaZero,Random,61,1,AlphaZero,Random,blue,AlphaZero,91,1.3150,0.028532,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,62,0,Random,AlphaZero,red,AlphaZero,78,1.1284,0.000023,0.028888
best_model_03_04,2026-04-03,AlphaZero,Random,63,1,AlphaZero,Random,blue,AlphaZero,111,1.4724,0.026237,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,64,0,Random,AlphaZero,red,AlphaZero,102,1.4460,0.000023,0.028304
best_model_03_04,2026-04-03,AlphaZero,Random,65,1,AlphaZero,Random,blue,AlphaZero,89,1.2491,0.027716,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,66,0,Random,AlphaZero,red,AlphaZero,92,1.2978,0.000022,0.028160
best_model_03_04,2026-04-03,AlphaZero,Random,67,1,AlphaZero,Random,blue,AlphaZero,87,1.2943,0.029359,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,68,0,Random,AlphaZero,red,AlphaZero,106,1.4607,0.000022,0.027512
best_model_03_04,2026-04-03,AlphaZero,Random,69,1,AlphaZero,Random,blue,AlphaZero,93,1.3784,0.029276,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,70,0,Random,AlphaZero,red,AlphaZero,82,1.1795,0.000023,0.028718
best_model_03_04,2026-04-03,AlphaZero,Random,71,1,AlphaZero,Random,blue,AlphaZero,91,1.4220,0.030860,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,72,0,Random,AlphaZero,red,AlphaZero,82,1.2278,0.000022,0.029899
best_model_03_04,2026-04-03,AlphaZero,Random,73,1,AlphaZero,Random,red,Random,114,1.6056,0.028122,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,74,0,Random,AlphaZero,red,AlphaZero,110,1.5521,0.000022,0.028172
best_model_03_04,2026-04-03,AlphaZero,Random,75,1,AlphaZero,Random,blue,AlphaZero,89,1.2601,0.027957,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,76,0,Random,AlphaZero,red,AlphaZero,100,1.5298,0.000022,0.030539
best_model_03_04,2026-04-03,AlphaZero,Random,77,1,AlphaZero,Random,blue,AlphaZero,79,1.2706,0.031725,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,78,0,Random,AlphaZero,red,AlphaZero,114,1.7072,0.000023,0.029891
best_model_03_04,2026-04-03,AlphaZero,Random,79,1,AlphaZero,Random,blue,AlphaZero,95,1.3049,0.027135,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,80,0,Random,AlphaZero,red,AlphaZero,64,0.8862,0.000022,0.027645
best_model_03_04,2026-04-03,AlphaZero,Random,81,1,AlphaZero,Random,blue,AlphaZero,87,1.1827,0.026835,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,82,0,Random,AlphaZero,red,AlphaZero,68,0.9250,0.000022,0.027158
best_model_03_04,2026-04-03,AlphaZero,Random,83,1,AlphaZero,Random,blue,AlphaZero,79,1.1190,0.027922,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,84,0,Random,AlphaZero,red,AlphaZero,74,1.0640,0.000023,0.028712
best_model_03_04,2026-04-03,AlphaZero,Random,85,1,AlphaZero,Random,blue,AlphaZero,121,1.5937,0.026077,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,86,0,Random,AlphaZero,red,AlphaZero,90,1.2126,0.000023,0.026894
best_model_03_04,2026-04-03,AlphaZero,Random,87,1,AlphaZero,Random,blue,AlphaZero,95,1.3334,0.027727,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,88,0,Random,AlphaZero,red,AlphaZero,90,1.2431,0.000022,0.027573
best_model_03_04,2026-04-03,AlphaZero,Random,89,1,AlphaZero,Random,blue,AlphaZero,89,1.2545,0.027831,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,90,0,Random,AlphaZero,red,AlphaZero,106,1.5726,0.000024,0.029606
best_model_03_04,2026-04-03,AlphaZero,Random,91,1,AlphaZero,Random,blue,AlphaZero,103,1.4737,0.028288,0.000023
best_model_03_04,2026-04-03,AlphaZero,Random,92,0,Random,AlphaZero,blue,Random,107,1.5295,0.000022,0.028800
best_model_03_04,2026-04-03,AlphaZero,Random,93,1,AlphaZero,Random,blue,AlphaZero,103,1.5369,0.029495,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,94,0,Random,AlphaZero,red,AlphaZero,96,1.4294,0.000034,0.029706
best_model_03_04,2026-04-03,AlphaZero,Random,95,1,AlphaZero,Random,blue,AlphaZero,99,1.4645,0.029230,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,96,0,Random,AlphaZero,red,AlphaZero,98,1.4435,0.000022,0.029413
best_model_03_04,2026-04-03,AlphaZero,Random,97,1,AlphaZero,Random,blue,AlphaZero,101,1.4327,0.028045,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,98,0,Random,AlphaZero,red,AlphaZero,92,1.3211,0.000022,0.028676
best_model_03_04,2026-04-03,AlphaZero,Random,99,1,AlphaZero,Random,blue,AlphaZero,115,1.6480,0.028354,0.000022
best_model_03_04,2026-04-03,AlphaZero,Random,100,0,Random,AlphaZero,red,AlphaZero,88,1.2516,0.000023,0.028395
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,1,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.5043,0.032579,0.013257
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,2,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.4105,0.001399,0.030056
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,3,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3683,0.032048,0.001421
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,4,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3451,0.001384,0.029846
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,5,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.4085,0.035755,0.001371
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,6,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3459,0.001468,0.029828
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,7,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3456,0.030028,0.001376
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,8,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3342,0.001378,0.031890
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,9,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3689,0.032137,0.001384
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,10,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3341,0.001386,0.028846
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,11,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3562,0.030976,0.001395
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,12,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3815,0.001415,0.033127
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,13,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3509,0.030514,0.001377
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,14,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3610,0.001391,0.031287
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,15,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3747,0.032628,0.001417
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,16,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3166,0.001380,0.030128
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,17,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3566,0.031010,0.001392
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,18,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3429,0.001390,0.032746
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,19,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3553,0.030912,0.001377
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,20,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3335,0.001369,0.031827
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,21,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3749,0.032674,0.001392
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,22,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3600,0.001368,0.031219
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,23,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3706,0.032292,0.001385
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,24,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3558,0.001400,0.034021
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,25,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3648,0.031768,0.001382
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,26,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3636,0.001389,0.031523
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,27,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3775,0.032907,0.001398
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,28,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3264,0.001392,0.031096
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,29,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3630,0.031602,0.001388
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,30,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.4802,0.001432,0.032748
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,31,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3649,0.031786,0.001369
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,32,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3123,0.001392,0.029686
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,33,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.4488,0.039396,0.001389
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,34,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.4671,0.001356,0.031900
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,35,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3596,0.031303,0.001379
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,36,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3489,0.001445,0.033283
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,37,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3712,0.032342,0.001386
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,38,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3348,0.001379,0.031955
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,39,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3775,0.032887,0.001416
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,40,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3352,0.001373,0.031993
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,41,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3924,0.034199,0.001458
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,42,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3210,0.001376,0.030576
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,43,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3626,0.031568,0.001381
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,44,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.4187,0.001398,0.036525
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,45,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.4184,0.036636,0.001384
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,46,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3542,0.001395,0.033877
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,47,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3857,0.033628,0.001426
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,48,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3637,0.001438,0.034770
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,49,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3890,0.033966,0.001389
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,50,0,AlphaBeta,AlphaZero,blue,AlphaBeta,25,0.4228,0.001424,0.033672
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,51,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3941,0.034428,0.001387
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,52,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3862,0.001426,0.033543
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,53,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3946,0.034435,0.001422
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,54,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3030,0.001385,0.028767
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,55,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3469,0.030143,0.001384
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,56,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3629,0.001387,0.031463
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,57,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3461,0.030083,0.001370
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,58,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3167,0.001377,0.030144
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,59,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3595,0.031285,0.001383
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,60,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3133,0.001411,0.029761
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,61,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3437,0.029866,0.001370
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,62,0,AlphaBeta,AlphaZero,blue,AlphaBeta,25,0.3983,0.001351,0.031713
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,63,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.4101,0.035859,0.001413
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,64,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3211,0.001369,0.030591
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,65,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3742,0.032607,0.001398
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,66,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3031,0.001371,0.028786
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,67,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3426,0.029764,0.001373
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,68,0,AlphaBeta,AlphaZero,blue,AlphaBeta,25,0.3883,0.001434,0.030793
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,69,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3393,0.029446,0.001386
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,70,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3429,0.001373,0.029661
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,71,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3698,0.032211,0.001394
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,72,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3365,0.001375,0.032123
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,73,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3345,0.029039,0.001362
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,74,0,AlphaBeta,AlphaZero,blue,AlphaBeta,27,0.4013,0.001378,0.029373
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,75,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3610,0.031397,0.001405
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,76,0,AlphaBeta,AlphaZero,blue,AlphaBeta,29,0.4368,0.001356,0.029731
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,77,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3387,0.029406,0.001372
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,78,0,AlphaBeta,AlphaZero,blue,AlphaBeta,25,0.4011,0.001394,0.031897
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,79,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3439,0.029881,0.001373
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,80,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3145,0.001402,0.029892
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,81,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3674,0.032000,0.001385
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,82,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3452,0.001387,0.029853
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,83,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3520,0.030613,0.001371
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,84,0,AlphaBeta,AlphaZero,blue,AlphaBeta,33,0.4974,0.001323,0.029671
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,85,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3499,0.030406,0.001391
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,86,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3463,0.001366,0.029975
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,87,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3515,0.030566,0.001377
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,88,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3659,0.001386,0.031736
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,89,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3517,0.030578,0.001386
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,90,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3931,0.001380,0.037781
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,91,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3639,0.031691,0.001382
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,92,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3449,0.001373,0.029841
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,93,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3491,0.030318,0.001403
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,94,0,AlphaBeta,AlphaZero,blue,AlphaBeta,21,0.3494,0.001488,0.033291
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,95,1,AlphaZero,AlphaBeta,red,AlphaBeta,22,0.3430,0.029788,0.001382
best_model_03_04,2026-04-03,AlphaZero,AlphaBeta,96,0,AlphaBeta,AlphaZero,blue,AlphaBeta,23,0.3728,0.001390,0.032364
