run_timestamp,name_a,name_b,game_index,a_is_blue,blue_name,red_name,winner,winner_name,total_moves,avg_time_blue,avg_time_red
2026-04-23_0451,best_model_08_04,best_model_17_04,1,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.167344,0.138924
2026-04-23_0451,best_model_08_04,best_model_17_04,2,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146507,0.146015
2026-04-23_0451,best_model_08_04,best_model_17_04,3,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.146206,0.139517
2026-04-23_0451,best_model_08_04,best_model_17_04,4,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.149037,0.142629
2026-04-23_0451,best_model_08_04,best_model_17_04,5,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148969,0.136709
2026-04-23_0451,best_model_08_04,best_model_17_04,6,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.144428,0.147921
2026-04-23_0451,best_model_08_04,best_model_17_04,7,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.145228,0.139791
2026-04-23_0451,best_model_08_04,best_model_17_04,8,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146971,0.144998
2026-04-23_0451,best_model_08_04,best_model_17_04,9,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150195,0.135222
2026-04-23_0451,best_model_08_04,best_model_17_04,10,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.151448,0.144021
2026-04-23_0451,best_model_08_04,best_model_17_04,11,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.149610,0.135957
2026-04-23_0451,best_model_08_04,best_model_17_04,12,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148602,0.144395
2026-04-23_0451,best_model_08_04,best_model_17_04,13,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150735,0.134067
2026-04-23_0451,best_model_08_04,best_model_17_04,14,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145568,0.146146
2026-04-23_0451,best_model_08_04,best_model_17_04,15,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.152098,0.133257
2026-04-23_0451,best_model_08_04,best_model_17_04,16,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.149807,0.142327
2026-04-23_0451,best_model_08_04,best_model_17_04,17,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.149400,0.134810
2026-04-23_0451,best_model_08_04,best_model_17_04,18,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.147307,0.146706
2026-04-23_0451,best_model_08_04,best_model_17_04,19,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.146987,0.138818
2026-04-23_0451,best_model_08_04,best_model_17_04,20,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146714,0.148088
2026-04-23_0451,best_model_08_04,best_model_17_04,21,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.144945,0.137566
2026-04-23_0451,best_model_08_04,best_model_17_04,22,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.152121,0.142381
2026-04-23_0451,best_model_08_04,best_model_17_04,23,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.146698,0.139138
2026-04-23_0451,best_model_08_04,best_model_17_04,24,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150398,0.141387
2026-04-23_0451,best_model_08_04,best_model_17_04,25,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.147356,0.138502
2026-04-23_0451,best_model_08_04,best_model_17_04,26,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146557,0.146304
2026-04-23_0451,best_model_08_04,best_model_17_04,27,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150161,0.135227
2026-04-23_0451,best_model_08_04,best_model_17_04,28,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148963,0.142368
2026-04-23_0451,best_model_08_04,best_model_17_04,29,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150409,0.134694
2026-04-23_0451,best_model_08_04,best_model_17_04,30,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.147287,0.147413
2026-04-23_0451,best_model_08_04,best_model_17_04,31,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.149483,0.133533
2026-04-23_0451,best_model_08_04,best_model_17_04,32,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146681,0.147752
2026-04-23_0451,best_model_08_04,best_model_17_04,33,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.145136,0.140866
2026-04-23_0451,best_model_08_04,best_model_17_04,34,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150391,0.140913
2026-04-23_0451,best_model_08_04,best_model_17_04,35,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.144888,0.139953
2026-04-23_0451,best_model_08_04,best_model_17_04,36,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148376,0.143860
2026-04-23_0451,best_model_08_04,best_model_17_04,37,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.144892,0.140481
2026-04-23_0451,best_model_08_04,best_model_17_04,38,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145261,0.146766
2026-04-23_0451,best_model_08_04,best_model_17_04,39,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148289,0.136632
2026-04-23_0451,best_model_08_04,best_model_17_04,40,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148686,0.145133
2026-04-23_0451,best_model_08_04,best_model_17_04,41,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148499,0.135619
2026-04-23_0451,best_model_08_04,best_model_17_04,42,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148324,0.146452
2026-04-23_0451,best_model_08_04,best_model_17_04,43,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148714,0.136585
2026-04-23_0451,best_model_08_04,best_model_17_04,44,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.144807,0.147998
2026-04-23_0451,best_model_08_04,best_model_17_04,45,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.149118,0.137123
2026-04-23_0451,best_model_08_04,best_model_17_04,46,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.149268,0.143226
2026-04-23_0451,best_model_08_04,best_model_17_04,47,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.149011,0.136677
2026-04-23_0451,best_model_08_04,best_model_17_04,48,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145652,0.147971
2026-04-23_0451,best_model_08_04,best_model_17_04,49,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.143293,0.142557
2026-04-23_0451,best_model_08_04,best_model_17_04,50,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.147912,0.143773
2026-04-23_0451,best_model_08_04,best_model_17_04,51,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.147626,0.137582
2026-04-23_0451,best_model_08_04,best_model_17_04,52,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.152237,0.142543
2026-04-23_0451,best_model_08_04,best_model_17_04,53,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148641,0.136838
2026-04-23_0451,best_model_08_04,best_model_17_04,54,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146542,0.145713
2026-04-23_0451,best_model_08_04,best_model_17_04,55,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148641,0.135423
2026-04-23_0451,best_model_08_04,best_model_17_04,56,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145116,0.148777
2026-04-23_0451,best_model_08_04,best_model_17_04,57,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.152892,0.132881
2026-04-23_0451,best_model_08_04,best_model_17_04,58,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150058,0.142450
2026-04-23_0451,best_model_08_04,best_model_17_04,59,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.147794,0.137433
2026-04-23_0451,best_model_08_04,best_model_17_04,60,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145529,0.147630
2026-04-23_0451,best_model_08_04,best_model_17_04,61,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150697,0.134681
2026-04-23_0451,best_model_08_04,best_model_17_04,62,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146078,0.147094
2026-04-23_0451,best_model_08_04,best_model_17_04,63,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.143932,0.138692
2026-04-23_0451,best_model_08_04,best_model_17_04,64,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.151699,0.141558
2026-04-23_0451,best_model_08_04,best_model_17_04,65,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.142668,0.141541
2026-04-23_0451,best_model_08_04,best_model_17_04,66,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150359,0.142406
2026-04-23_0451,best_model_08_04,best_model_17_04,67,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.146924,0.138869
2026-04-23_0451,best_model_08_04,best_model_17_04,68,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146318,0.146929
2026-04-23_0451,best_model_08_04,best_model_17_04,69,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.152525,0.133303
2026-04-23_0451,best_model_08_04,best_model_17_04,70,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150270,0.142129
2026-04-23_0451,best_model_08_04,best_model_17_04,71,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.151410,0.134031
2026-04-23_0451,best_model_08_04,best_model_17_04,72,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.149629,0.146186
2026-04-23_0451,best_model_08_04,best_model_17_04,73,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150618,0.131229
2026-04-23_0451,best_model_08_04,best_model_17_04,74,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145921,0.149812
2026-04-23_0451,best_model_08_04,best_model_17_04,75,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.145730,0.139666
2026-04-23_0451,best_model_08_04,best_model_17_04,76,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.149436,0.142350
2026-04-23_0451,best_model_08_04,best_model_17_04,77,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.145895,0.140823
2026-04-23_0451,best_model_08_04,best_model_17_04,78,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.146797,0.145118
2026-04-23_0451,best_model_08_04,best_model_17_04,79,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.146011,0.139509
2026-04-23_0451,best_model_08_04,best_model_17_04,80,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145466,0.147361
2026-04-23_0451,best_model_08_04,best_model_17_04,81,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148334,0.136600
2026-04-23_0451,best_model_08_04,best_model_17_04,82,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.147960,0.144612
2026-04-23_0451,best_model_08_04,best_model_17_04,83,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148889,0.136233
2026-04-23_0451,best_model_08_04,best_model_17_04,84,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.149356,0.145554
2026-04-23_0451,best_model_08_04,best_model_17_04,85,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150182,0.137304
2026-04-23_0451,best_model_08_04,best_model_17_04,86,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145253,0.146585
2026-04-23_0451,best_model_08_04,best_model_17_04,87,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.148210,0.136513
2026-04-23_0451,best_model_08_04,best_model_17_04,88,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150705,0.141655
2026-04-23_0451,best_model_08_04,best_model_17_04,89,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150251,0.136442
2026-04-23_0451,best_model_08_04,best_model_17_04,90,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.145909,0.146827
2026-04-23_0451,best_model_08_04,best_model_17_04,91,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.144962,0.140383
2026-04-23_0451,best_model_08_04,best_model_17_04,92,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148911,0.143901
2026-04-23_0451,best_model_08_04,best_model_17_04,93,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.146072,0.139363
2026-04-23_0451,best_model_08_04,best_model_17_04,94,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.151904,0.142161
2026-04-23_0451,best_model_08_04,best_model_17_04,95,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.152232,0.135284
2026-04-23_0451,best_model_08_04,best_model_17_04,96,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.148205,0.143650
2026-04-23_0451,best_model_08_04,best_model_17_04,97,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150762,0.136310
2026-04-23_0451,best_model_08_04,best_model_17_04,98,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.144933,0.147514
2026-04-23_0451,best_model_08_04,best_model_17_04,99,1,best_model_08_04,best_model_17_04,red,best_model_17_04,24,0.150933,0.135413
2026-04-23_0451,best_model_08_04,best_model_17_04,100,0,best_model_17_04,best_model_08_04,blue,best_model_17_04,33,0.150192,0.142507
2026-04-23_0451,best_model_08_04,best_model_18_04,1,1,best_model_08_04,best_model_18_04,red,best_model_18_04,24,0.145270,0.138251
2026-04-23_0451,best_model_08_04,best_model_18_04,2,0,best_model_18_04,best_model_08_04,blue,best_model_18_04,29,0.148717,0.141793
2026-04-23_0451,best_model_08_04,best_model_18_04,3,1,best_model_08_04,best_model_18_04,red,best_model_18_04,24,0.149781,0.135389
2026-04-23_0451,best_model_08_04,best_model_18_04,4,0,best_model_18_04,best_model_08_04,blue,best_model_18_04,29,0.145978,0.144999
